cuentaId;nombre;saldo;edad;tipo
125;Diana Prince;5000.0;45;unknown
138;John Doe;10000.0;30;unknown
148;Steve Rogers;;;prestamo
105;John Doe;;35;ahorro
105;Diana Prince;;100;prestamo
103;Unknown;7000.0;40;-1
148;Steve Rogers;5000.0;150;-1
109;Diana Prince;7000.0;25;-1
144;Jane Smith;7000.0;25;-1
103;Bob Johnson;;100;-1
123;Steve Rogers;12000.0;;hipoteca
134;Steve Rogers;;35;-1
113;Diana Prince;10000.0;;hipoteca
116;Steve Rogers;7000.0;40;hipoteca
125;Diana Prince;;;prestamo
129;Unknown;10000.0;35;prestamo
105;Jane Smith;12000.0;45;hipoteca
106;Bob Johnson;5000.0;35;-1
121;John Doe;12000.0;45;hipoteca
134;Steve Rogers;8000.0;;hipoteca
131;John Doe;10000.0;100;unknown
129;Alice Brown;;30;prestamo
139;Jane Smith;8000.0;45;hipoteca
124;Diana Prince;10000.0;45;unknown
119;Unknown;5000.0;40;prestamo
144;John Doe;;25;hipoteca
146;Bob Johnson;5000.0;40;hipoteca
114;Alice Brown;7000.0;25;-1
113;Bob Johnson;12000.0;;hipoteca
127;Charlie Green;7000.0;150;-1
124;John Doe;12000.0;;-1
139;Jane Smith;10000.0;;hipoteca
108;Steve Rogers;5000.0;30;-1
136;John Doe;8000.0;35;-1
129;Steve Rogers;10000.0;45;hipoteca
123;John Doe;7000.0;40;unknown
140;Bob Johnson;;40;unknown
129;John Doe;;40;prestamo
142;Charlie Green;12000.0;;hipoteca
110;Bob Johnson;5000.0;45;-1
149;Bob Johnson;8000.0;25;hipoteca
142;Alice Brown;12000.0;;-1
130;Unknown;12000.0;100;ahorro
111;Steve Rogers;;;-1
107;John Doe;;35;-1
144;John Doe;10000.0;;unknown
111;John Doe;;45;prestamo
122;Charlie Green;8000.0;25;-1
137;Diana Prince;;100;prestamo
138;Steve Rogers;;40;prestamo
123;Unknown;10000.0;100;ahorro
139;Charlie Green;;25;hipoteca
110;Diana Prince;8000.0;40;-1
148;Alice Brown;8000.0;100;-1
106;Diana Prince;7000.0;30;-1
137;Charlie Green;5000.0;40;hipoteca
106;Charlie Green;;35;hipoteca
107;Jane Smith;;40;prestamo
143;Bob Johnson;12000.0;45;-1
109;Diana Prince;7000.0;25;-1
132;Unknown;5000.0;35;hipoteca
110;Steve Rogers;;25;hipoteca
139;Diana Prince;12000.0;100;unknown
150;Diana Prince;8000.0;;-1
102;Charlie Green;;30;ahorro
107;Jane Smith;;100;hipoteca
144;Charlie Green;8000.0;25;-1
116;Steve Rogers;;40;-1
135;Bob Johnson;;40;hipoteca
139;Charlie Green;10000.0;;-1
138;Bob Johnson;8000.0;;-1
142;Unknown;7000.0;45;hipoteca
123;Jane Smith;8000.0;40;unknown
145;Bob Johnson;12000.0;25;-1
128;Jane Smith;;45;hipoteca
145;Jane Smith;7000.0;100;-1
145;Charlie Green;10000.0;30;unknown
124;Steve Rogers;10000.0;100;hipoteca
140;Charlie Green;;35;hipoteca
114;Bob Johnson;;;prestamo
128;Jane Smith;8000.0;25;-1
114;Steve Rogers;5000.0;;-1
119;John Doe;12000.0;35;-1
101;Bob Johnson;12000.0;100;hipoteca
107;Unknown;10000.0;30;-1
105;Steve Rogers;;35;hipoteca
104;John Doe;;45;ahorro
117;Jane Smith;;25;-1
149;Alice Brown;;35;ahorro
121;Jane Smith;12000.0;40;hipoteca
125;Bob Johnson;10000.0;30;-1
138;Bob Johnson;;35;prestamo
102;Jane Smith;12000.0;;hipoteca
120;Diana Prince;12000.0;45;-1
101;Bob Johnson;10000.0;35;-1
121;Alice Brown;5000.0;;-1
127;Bob Johnson;;;prestamo
122;Unknown;10000.0;30;ahorro
102;Alice Brown;5000.0;35;hipoteca
117;Unknown;5000.0;45;ahorro
128;Unknown;10000.0;30;prestamo
108;John Doe;;;-1
134;John Doe;5000.0;45;-1
105;Alice Brown;;30;ahorro
138;Diana Prince;10000.0;30;-1
113;Bob Johnson;5000.0;100;hipoteca
147;Steve Rogers;10000.0;150;-1
124;Unknown;12000.0;35;hipoteca
106;Unknown;8000.0;25;ahorro
